original_index,review,sentiment
1216,Barang bagus...sudah dipakai dan kualitas rekaman suara oke,satisfied
1217,"packing an rapi, mulus,cepat dan mantul sekali👍👍👍👍",satisfied
1218,"camera sdh diterima, recselll. kecuali expedisi PAXEL tdk mengantar paket sesuai tujuan krn diluar coverage sehingga harus mengambil di pool mereka. seharusnya tdk terjad... ",satisfied
1219,Original! Sudah pesen dua kaliTrusted seller ☝🏼,satisfied
1220,mantap 😊👍..sukses selalu..,satisfied
1221,aman,satisfied
1222,seller paling top dan pengiriman cepat,satisfied
1223,proses dan pengiriman cepat produk sesuai dengan pesanan terima kasih,satisfied
1224,"Pembelian kedua, terima kasih jpc kemang. Sukses selalu",satisfied
1225,"barang sempat bermasalah, tapi pihak JPC sangat responsif. mantap",satisfied
1226,"barangnya bagus saya suka banget dan ini kamera pertama saya, semua fiturnya fungsi respon dan pengirimannya juga cepat thanks to JPC kemang",satisfied
1227,barangnya berfungsi dengan baik semoga awet,satisfied
1228,kerennn barang cepat sampai kualitas terbaik toopp,satisfied
1229,Mantep pelayanannya. Seller ramah respon cepat.,satisfied
1230,Mantap banget,satisfied
1231,Barang sudah sampai dengan selamat. Semoga awet,satisfied
1232,Barangnya sudah sampai. Semoga awet,satisfied
1233,Compact,neutral
1234,Keren barangnya. Seller juga oke. Sudah sering belanja di seller ini tidak pernah mengecewakan. Sukses terus yaa...,satisfied
1235,sesuai pesanan. oke. semoga bagus,satisfied
1236,"Alhamdulillah pesanan sudah saya terima dengan baik 🙏✨Terima kasih banyak yaa, recommended seller!!",satisfied
1237,"layanan dari JPCkemang setara dengan bintang lima , sangat cepat dan terpecaya , untuk lensa saya kasih bintang 4 , sesuai expetasi , lensa ini lebih ke arah lensa tidak... ",satisfied
1238,pengiriman cepat dan kondisi barang oke banget,satisfied
1239,packingan rapih barang oke banget.bolrh ditambahin lg bonus kamera EF nya nnti next time hahaha,satisfied
1240,keren barang nya kiriman nya kilatt udah langganan dari jaman nikon d200 rilis hahaha,satisfied
1241,"selalu merasa aman dan puas setiap beli disini, baik online maupun offline, thankyou jpc!",satisfied
1242,"Packing aman, kualitas oke, af cepat auto mampus, pengiriman sat set cepat hanya 4 hari untuk jawa ke sulawesi",satisfied
1243,"Mantap, bagus AF cepat, kualitas oke",satisfied
1244,"mantap, pelayanan toko ramah",satisfied
1245,Pelayanan dan respon seller sangat baik 👍.Kualitas lensa baik. Hanya saja ada 1 titik merah didalam lensa yang terlihat via view finder... [cukup annoying],satisfied
1246,"Pelayanan toko sangat bagus, gercep. Dan responsif.Kualitas barang juga sangat bagus dan memuaskan.",satisfied
1247,"Sesuai order, kualitas handgripnya bagus.",satisfied
1248,Lensanya mantap,satisfied
1249,barang sesuai dan bagus... packing aman dan rapih... pengiriman cepat... walaupun di pembungkus agak penyok (mungkin karena di lempar)... tapi barang/isinya aman...,satisfied
1250,Barang ori.. kweren dah barangnya 👍👍,satisfied
1251,micnya berfungsi dengan baik suaranya mantap,satisfied
1252,"barang bagus,, recommended seller",satisfied
1253,Top markotop,satisfied
1254,Mantaps,satisfied
1255,Terbaik,satisfied
1256,Top jempol,satisfied
1257,Top,satisfied
1258,Top,satisfied
1259,Bagus dan puasss,satisfied
1260,bagus dan ori,satisfied
1261,"mendarat dengan sempurna, thankyou jpckemang 🔥🔥🔥 semakin jaya",satisfied
1262,"Pengiriman dari JPC sangat cepat. Dikirim di hari yang sama. Tentang barangnya, Feiyu F2 ini sangat rekomendasi buat pemula. Material walaupun plastik, tetapi sangat koko... ",satisfied
1263,keliatannya bagus mungil2 kokoh perkasa semoga nantinya hasilnya memuaskan.,satisfied
1264,"suda dicoba berfungsi sebgaimana mestinya, jpc kemang memang top",satisfied
1265,"Packaging baik, delivery baik, seller nya  terbaik. Product sesuai deskripsi, belum dicoba, semoga barang bagus.",satisfied
1266,Diameter 85cm ternyata terlalu besar buat keylight di meja. Sepertinya memang terlalu mewah untuk setting meja saya,dissapointed
1267,"Lampu ini terlalu keren buat saya. Saya pilih COLBOR diantara lampu COB LED kelasnya karena bahannya metal, kecil, dan bowen mounting. Kebetulan harganya lagi diskon, bis... ",satisfied
1268,"kurirnya gercep.. order, besoknya langsung sampe 👍",satisfied
1269,Pengiriman cpt oke. Respon oke. Barang belom tes. Semoga tetap semangat melayani dengan hati. nnti update klo dah dites. makasih min,satisfied
1270,"Diterima cepat. Dipacking baik,. Semua aman.. Thanj you seller",satisfied
1271,"Barangnya original sesuai deskripsi, packaging aman, bundlingannya banyak banget,penjualnya amanah,harganya terjangkau dan pengirimannya tepat waktu",satisfied
1272,"Barang sesuai pesanan, Mantap pelayanan Ramah, dan oengiriman cepat, serta packingnya Rapi.. 🙏🙏",satisfied
1273,"sudah tiba tepat waktu, belum dicoba semoga normal semua",satisfied
1274,"Barang sesuai deskripsi, fast respond sekali seller nya, recommended seller, belum dipasang, mudah2an awet...",satisfied
1275,berfungsi dengan baik dengan Saramonic B500 B2,satisfied
1276,"lensa lumayan tajam, dan ringan, enak buat dibawa travel",satisfied
1277,"Packing aman, pengiriman cepat, lensa cocok dengan kamera.",satisfied
1278,"bukan yang paling smooth, dan butuh sedikit care lebih dibanding yang lain untuk dapat footage yang bagus. tapi paling gampang mem balance nya.... asal tau sela nya... en... ",neutral
1279,mantap seller ramah pengiriman cepat recomend 👍,satisfied
1280,"Barang bagus, Respon cepat",satisfied
1281,"Packing pengiriman aman banget. Produknya juga bagus, material terlihat cukup kokok, premium. Kualitas suara juga udah lumayan banget untuk pemula. Garansi juga ada dan s... ",satisfied
1282,"Pengiriman cepat, barang ori, berfungsi semua cakep, mudah2an awet, tpi utk batrai kaya cepet abis gitu ya. Baru dipake bentar bikin video 1 menit langsung kurang 1%. Dan... ",satisfied
1283,"mantap, puas make nya",satisfied
1284,okay..,neutral
1285,"Mantaapppp... Respon seller cepat, pengiriman cepat banget jam 14.00 order, jam 16.00 barang sdh sampai",satisfied
1286,"respon cepat, pengiriman cepat, top deh toko ini..",satisfied
1287,"respon cepat, pengiriman cepat, top deh toko ini..",satisfied
1288,"respon cepat, pengiriman cepat, top deh toko ini..",satisfied
1289,"Karena bentuknya 90derajat gitu, pas dicolok ke kamera jadinya gak bisa pas karena terganjal.",dissapointed
1290,"saya baru sadar tidak ada sepasang BodyCap, memaSaya baru sadar tidak ada sepasang bodycap",dissapointed
1291,"walau kecil tapi tetap diproses dan sampai cepat, kemasan aman",satisfied
1292,mantap,satisfied
1293,1.pengiriman yang sangat cepat. Toplah. 2.barang sesuai harga. materialnya kokoh. berfungsi dengan baik. tetapi ball headnya sdikit keset. sblumnya saya menggunakan foto...,satisfied
1294,Test di blackmagic sampe di 2160p50. Semoga awet.. Seller oke,satisfied
1295,"respon admin cepat, pengiriman cepat, sudah di tes dan performanya okeTerima kasih 🙏",satisfied
1296,"Beli yang closfocus for sony gampang kocak dan pengaruh si fokusing lensa, kadang sering miss dan bleset, tapi pas beli yang biasa malah bagus fokusingnya",dissapointed
1297,Ori lebih singset dan tahan lama,satisfied
1298,adminnya informatif dan makesure lagi sebelum dikirim,satisfied
1299,kwalitas barang sangat bermutu packing sangat aman. fungsi semua normal dan bagus,satisfied
1300,Mantap banget,satisfied
1301,Welcome to the club !,neutral
1302,Udah siap buat dipake ngontenin artis2 papan atas indonesia 😌,satisfied
1303,"JPC Kemang gak pake basa-basi, sat set!!! Adminnya juga teliti, sempet diingetin karena salah pilih jenis kurir. Nice JPC 🤝",satisfied
1304,Barang sudah diterima dengan baik,satisfied
1305,Barang sudah diterima dengan baik,satisfied
1306,Sukses terus untuk lapaknya.... selebihnya biar bintang yang bicara ⭐️⭐️⭐️⭐️⭐️,satisfied
1307,Sukses terus untuk lapaknya.... selebihnya biar bintang yang bicara ⭐️⭐️⭐️⭐️⭐️,satisfied
1308,diterima,satisfied
1309,sip,satisfied
1310,pesanan yang ke2 kali semua fitur berfungsi packing sangat aman,satisfied
1311,"produk original, proses cepat, packaging aman",satisfied
1312,"Sesuai pesanan, instantnya super kilat🫡",satisfied
1313,"recommended seller neh, tks gan...",satisfied
1314,"recommended seller neh, tks gan...",satisfied
1315,"recommended seller neh, tks gan...",satisfied
1316,Jos,neutral
1317,"barang bagus tpi belum dicoba, pengiriman baik",satisfied
1318,paket sesuai pesanan. packing rapi dan kuat dan malahan dikasih bonus cleaning kit. sangat rekomen buat belanja disini,satisfied
1319,"produk sesuai pesanan, packing aman, kualitas produk baik semoga awet, pengiriman lumayan",satisfied
1320,Barang bagus.,satisfied
1321,untuk hasil sangat bagus warna keren mungkin saran lebih dibanyakin stok model lain untuk instaxnya,satisfied
1322,"Kiriman cepat, sudah di coba dan oke",satisfied
1323,kerennn desainnya bagusss..........😍😍😍,satisfied
1324,"Barang original, pengiriman gercep, sudah dicoba barang berfungsi dengan baik",satisfied
1325,Mic wireless terkecil terkeren dan murah kualitas gak murahan,satisfied
1326,pengiriman sehari jadi... produk sesuai deskripsi.. mantap,satisfied
1327,"packingnya oke, barangnya aman semualengkap",satisfied
1328,- Seller super responsive and replies fast- informative discussion and straight to the point- easy transaction and fast delivery- safe packaging of item5/5,satisfied
1329,"barang sudah sampai terimakasih, sesuai speknya.",satisfied
1330,sesuai dengan pesanan,satisfied
1331,berfungsi baik semoga awet,satisfied
1332,"unit lengkap, dah dicoba berfungsi...ada kaosnya juga, packing aman",satisfied
1333,"packing aman dan rapi, so far keadaan aman. mantep lah",satisfied
1334,"fast delivery sesuai dijanjikan, packing rapih, kualitas mantap",satisfied
1335,"Fast Respon, pelayanan ramah, barang yang dijual juga bagus",satisfied
1336,"Barang sudah sampai sesuai pesana, mudah2an awet di kamera nya , joss toko nya 👍",satisfied
1337,Barang sudah diterima Dengan baik dan sesuai dengan pesanan terimakasih atas kerjasama nya,satisfied
1338,Seller responsif. Produk bintang 5! Sangat rekomended!,satisfied
1339,Cakep Dah. Semoga AWET dan Bikin Ane Makin Semangat Ngonten YUK,satisfied
1340,Fun lens for old camera. Quite sharp and nice bokeh for the price range. Thanks to the seller. Good service. Recommended.,satisfied
1341,"Seller responsif dan inisiatif membantu. 2 hari saja barang sudah sampai. Tidak hanya itu, JPC Kemang dan Sony bekerja sama juga memberikan masa garansi ekstra 1 tahun.",satisfied
1342,Aman. Tripod juga ringan untuk travel. Kokoh. Full carbon.,satisfied
1343,"pelayanan raamah , gercep, barang mantapmakasi jpc kemang!",satisfied
1344,keren bagus,satisfied
1345,"Packing aman, unit sesuai harga, blm coba pakai nanti di ksh ulasan lagi",satisfied
1346,"okehh udah sampe, baguss, zemoga awet, makasih ya",satisfied
1347,"admin rwspon cepat, pengiriman cepat, mantap",satisfied
1348,"barang bagus, sudah dicoba, suara jernih mantap, semoga awet. Langganan belanja di JPCKemang",satisfied
1349,Mantap,satisfied
1350,"Product:- Awalnya bingung knp hanya lampu warna kuning aja yang nyala dan gak bs connect ke HP, taunya emg harus dicharge dl 2-3 jam baru bisa- Overall puas sm productnya... ",satisfied
1351,semoga awet,satisfied
1352,"barang datang sesuai, sudah dicoba dan berfungsi baik. respons penjual selalu baik",satisfied
1353,"Toko langganan sdh bertahun2, tdk pernah mengecewakan. Keep up the good work. Unit diterima dengan baik dan sesuai dengan deskripsi, thumbs up 👍",satisfied
1354,top Banget,satisfied
1355,"packing aman, pengiriman cepat sangaat. Thanks!!",satisfied
1356,"Sudah diterima, semoga awet, trims ya",satisfied
1357,Mantap,satisfied
1358,"Really fun quirky lens. Makes you think less and just capture, but at the same time makes you better at composition and creativity. Really good quality build, made of ste... ",satisfied
1359,"terimakasihhh, mantap banget, nyari keseantero penjuru dunia ga ada, adanya dimari wkwkwk",satisfied
1360,"cepet banget pengirimannya, adminnya juga proaktif cek apakah kamera dan lensanya cocok. barangnya berfungsi dengan baik, cheapest sony lens, cocok buat lensa perdana",satisfied
1361,dapet harga 90 ribu pas 10.10 mudah - mudahan awet,satisfied
1362,"Mantap! Bisa dipakai untuk kebutuhan konten, harga sesuai",satisfied
1363,"mendarat dengan selamat, sesuai juga👍🏻",satisfied
1364,"kualitas barang bagus, sesuai dengan penjelasan",satisfied
1365,"lensa mantap, mulus, garansi ori denka, proses cepat, langsung dikirim di hari yang sama. joss jpc kemang 🤼‍♂️",satisfied
1366,weri-weri rekomended seller ges...,satisfied
1367,weri-weri rekomended seller ges...,satisfied
1368,weri-weri rekomended seller ges...,satisfied
1369,"perlu di apresiasi memang pelayanan dari toko, pesen udah sore tapi tetep langsung di packing dan di request pick up di hari yang sama, pesen next day lewat paxel memang... ",satisfied
1370,Selalu puas belanja di sini. Keep up the good work,satisfied
1371,"Respon sangat cepat, orderan sangat cepat, sesuai diharapkan, sukses selalu, terima kasih",satisfied
1372,selalu mantap pokoknya,satisfied
1373,"Barang bagus, sesuai deskripsi, seller responsif dan pengiriman barang cepat.",satisfied
1374,Fast response. Penjual memberikan pelayanan konsultasi untuk produk yang dibeli agar tepat sesuai dengan kebutuhan.,satisfied
1375,"Agak ribet masangnya, tapi oke lahh cukuppp",neutral
1376,"fast, pagi pesan, siang hari sdh sampai, Thanks",satisfied
1377,Good,satisfied
1378,"packging aman, alat berfungsi dengan baik",satisfied
1379,"good! sudah coba ke sony a6400, berfungsi dengan baikkk",satisfied
1380,"kuat, kokoh, everything works so well. sudah dicoba ke sony a6400 lensa kit, aman!",satisfied
1381,direkomendasikan oleh admin jpc. ga nyesel beli sama sekali! rasanya jadi lebih secure buat foto2 krn tau lensa sudah ada pelindungnya hehe. thankyou jpc!!,satisfied
1382,"barangnya sudah sampai, dicoba dan ini keren, karena bentuk micnya kecil sekoin jadi bisa diselipin.. magnetnya juga kuat jadi tidak mudah lepas.. semoga awet",satisfied
1383,"original, garansi sampe 2027 😆",satisfied
1384,"Adminnya ramah,fast response..packing aman,dan barang mendarat dengan selamat. Barang oke lengkap,garansi resmi, dan berfungsi ..terimakasih JPC",satisfied
1385,sesuai pesanan,satisfied
1386,"Packing aman, kualitas mic bagus, daya tahan batre bagus, sayang gk ada indikator satuan volumenya.",satisfied
1387,mantabbb,satisfied
1388,barang sudah sampai terimakasih.,satisfied
1389,"Sesuai ekspektasi, produk oke banget, feature melimpah, builtin produk oke, AI canggih.admin juga fast respon👍",satisfied
1390,"Langsung beli ditokonya pake kurir toko, pelayanan ramah. mantap",satisfied
1391,"Nice , pelayanan ramah dan respon cepat",satisfied
1392,keren,satisfied
1393,"build quality bagus, kokoh. hasil jepret tajam. cuman unit yang diterima focus ringny rada seret. jadi agak beratan. sayang ga dapat ND filter 1000. mungkin batch lama yang... ",satisfied
1394,"Keren, tokonya responsip, langgangan gw kl beli2 lensa OriginalEasy use ke iphone",satisfied
1395,Bagus barangnya dan pengiriman aman. Semoga barangnya awet,satisfied
1396,trims JPC,neutral
1397,"barang kualitasnya oke banget, built qualitynya kokoh",satisfied
1398,"Peakdesign tidak pernah mengecewakan kualitasnya, ada harga ada rupa",satisfied
1399,"ringan dan kecil, mudah dibawa kemana2. salah satu tripod compact terbaik saat ini",satisfied
1400,"pelayanan selalu baik, pengiriman cepat..sejauh ini service excellent..rekomended seller. terimakasi barang datang cepat sesuai pesanan, sudah dicoba dan berfungsi baik",satisfied
